,1,10,11,12,2,3,4,5,6,7,8,9
3.0,5662150,4279880,3296150,5628270,3964140,3995205,4091220,4164940,4155991,4127600,4132275,4095000
6.0,5770050,4360840,3358875,5850005,4039470,4087335,4169340,4298985,4306065,4206650,4226625,4173120
8.0,5844150,4191085,3401775,5923820,4054912,4034433,4222680,4313095,4073121,4362625,4280175,4513320
