,1,10,11,12,13,2,3,4,5,6,7,8,9
4.0,12940,13193,13091,12950,13350,13091,12945,13216,13105,12880,12769,12546,13091
8.0,13101,13371,13251,12869,13662,13251,13288,13527,12915,13060,12976,12856,13251
11.0,13239,13597,13475,13092,13896,13475,13546,13759,13144,13284,13197,13078,13475
