,1,10,11,12,13,14,15,16,17,17 & 18,18,2,3,4,5,6,7,8,810,9
2.0,3407760,3053295,4094550,3407760,3407760,3541125,2572695,2516885,3161655,5296850,3212650,3212650,3208630,3212650,3206285,3093440,2885757,3587520,3053295,3440125
5.0,3475080,3113775,4158450,3475080,3475080,3612375,2622675,2554615,3221505,5407350,3276300,3276300,3271275,3276300,3271275,3154560,2942599,3553110,3113775,3508015
8.0,3866800,3161340,4234050,3540960,3540960,3679875,2489310,2602880,3281355,5512650,3338275,3338275,4181220,3338275,4811850,3202880,2998269,3620820,3161340,3614160
