,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,1578720,8580,184,102,1,KMK
4.0/F中層A,4.0,中層,A,1588840,8635,184,104,1,KMK
5.0/F高層A,5.0,高層,A,1598960,8690,184,150,1,KMK
3.0/F低層B,3.0,低層,B,1414400,8320,170,104,1,KMK
4.0/F中層B,4.0,中層,B,1423580,8374,170,105,1,KMK
5.0/F高層B,5.0,高層,B,1432590,8427,170,150,1,KMK
3.0/F低層C,3.0,低層,C,2094768,8952,234,102,1,KMK
4.0/F中層C,4.0,中層,C,2108340,9010,234,103,1,KMK
5.0/F高層C,5.0,高層,C,2121678,9067,234,150,1,KMK
3.0/F低層blank,3.0,低層,blank,,,,,,KMK
4.0/F中層blank,4.0,中層,blank,,,,,,KMK
5.0/F高層blank,5.0,高層,blank,,,,,,KMK
