,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,27B,28,29,3,30,4,5,6,7,8,9,G1,G11,G17,G18,G2
3.0,3536820,3574250,3649215,3649215,3413410,3862960,3686320,3686320,3937500,3505505,3626860,3396000,3428730,3377200,3396000,3396000,3396000,3620400,3844680,3444800,1455795,3406400,3428730,3516000,3217520,3536820,3466960,3686320,3699824,3686320,3574250,3536820,3649215,3893760,3505505,3396000
8.0,3876600,3856450,3937185,3937185,3733392,3937185,3977600,3977600,4057650,3969475,3546682,3634800,3750300,3600800,3474625,3634800,3634800,3787560,3975700,3548000,1501500,3528000,3750300,3634800,3335550,3876600,3792500,3977600,3831688,3977600,3856450,3876600,3937185,4200768,3834185,3634800
12.0,3978660,3550150,3415920,3399822,3832127,3727920,4084520,3359553,4004541,4082770,3623240,3733600,2946045,3449928,3131000,3733600,3175536,2802120,3740351,3438182,1537965,2971800,3849525,3733600,3213088,3978660,3694830,4084520,3938536,3727920,3550150,3978660,4043325,4314024,3935445,3733600
