,A,B,C,D,E,F,G
8.0,6445582,5041329,5085822,4963857,6787254,4724580,4694235
17.0,6867523,5396140,5399965,5374889,7293195,5041855,4912830
26.0,7789184,5623983,5814391,5673748,7864896,5357415,5237635
