,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,4,5,6,7,8,9
3.0,305,490,536,474,592,535,600,465,381,402,591,416,477,410,265,325,383,400,400,272,356,600,349,272,400,400,400,303,288,684,360,482,601,601,430
8.0,305,490,459,415,592,486,491,394,381,402,600,402,477,416,265,335,394,400,400,272,356,600,349,272,400,400,400,374,361,684,360,482,509,450,430
12.0,305,490,330,415,420,405,374,333,381,382,600,402,477,416,345,305,375,400,400,272,345,544,349,260,400,400,387,314,290,684,360,482,340,450,430
