,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9,B12,B18
10.0,335,370,370,555,450,400,370,355,310,360,375,310,360,310,380,360,370,370,555,360
12.0,335,370,370,555,450,400,370,355,310,360,375,310,360,310,380,360,370,370,555,360
14.0,335,370,370,555,450,400,370,355,310,360,375,310,360,310,380,360,370,370,555,360
