,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,6171120,8571,720,157,3,KMK
8.0/F中層A,8.0,中層,A,6375600,8855,720,162,3,KMK
13.0/F高層A,13.0,高層,A,6585120,9146,720,153,3,KMK
3.0/F低層B,3.0,低層,B,8236725,8115,1015,230,3,KMK
8.0/F中層B,8.0,中層,B,8507730,8382,1015,235,3,KMK
13.0/F高層B,13.0,高層,B,8783810,8654,1015,226,3,KMK
3.0/F低層C,3.0,低層,C,5906600,8438,700,254,4,KMK
8.0/F中層C,8.0,中層,C,6106100,8723,700,252,4,KMK
13.0/F高層C,13.0,高層,C,6302800,9004,700,235,4,KMK
3.0/F低層blank,3.0,低層,blank,5870200,8386,700,288,4,KMK
8.0/F中層blank,8.0,中層,blank,8498595,8373,1015,372,3,KMK
13.0/F高層blank,13.0,高層,blank,8783810,8654,1015,340,3,KMK
