,subjFloor,floorLv,unitNo,price,npsf,nfa
12.0/F低層A,12.0,低層,A,5839712,17804,328
26.0/F中層A,26.0,中層,A,6322200,19275,328
41.0/F高層A,41.0,高層,A,6469800,19725,328
12.0/F低層B,12.0,低層,B,5993824,15448,388
26.0/F中層B,26.0,中層,B,6574272,16944,388
41.0/F高層B,41.0,高層,B,7215636,18597,388
12.0/F低層C,12.0,低層,C,9417954,15414,611
26.0/F中層C,26.0,中層,C,9833434,16094,611
41.0/F高層C,41.0,高層,C,10776818,17638,611
12.0/F低層D,12.0,低層,D,6065100,17580,345
26.0/F中層D,26.0,中層,D,6615030,19174,345
41.0/F高層D,41.0,高層,D,7190490,20842,345
12.0/F低層E,12.0,低層,E,6171360,17888,345
26.0/F中層E,26.0,中層,E,6380775,18495,345
41.0/F高層E,41.0,高層,E,6979695,20231,345
12.0/F低層F,12.0,低層,F,6394503,16271,393
26.0/F中層F,26.0,中層,F,6923481,17617,393
41.0/F高層F,41.0,高層,F,7470537,19009,393
12.0/F低層G,12.0,低層,G,8737150,16150,541
26.0/F中層G,26.0,中層,G,9514567,17587,541
41.0/F高層G,41.0,高層,G,10064223,18603,541
12.0/F低層H,12.0,低層,H,5598960,17070,328
26.0/F中層H,26.0,中層,H,6045368,18431,328
41.0/F高層H,41.0,高層,H,6081120,18540,328
