,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,27B,28,29,3,30,4,5,6,7,8,9,G1,G11,G17,G18,G2
3.0,420,425,435,435,403,436,440,440,450,415,410,400,405,400,400,400,400,420,420,400,165,400,405,400,370,420,410,440,424,440,425,420,435,468,415,400
8.0,420,425,435,435,403,435,440,440,450,415,379,400,405,400,385,400,400,420,415,400,165,400,405,400,370,420,410,440,424,440,425,420,435,468,415,400
12.0,420,370,344,342,403,392,440,337,423,415,379,400,285,372,310,400,312,285,379,374,165,312,405,400,328,420,395,440,424,392,370,420,435,468,415,400
