,1,10,11,12,13,14,15,16,17,2,3,4,45,5,6,7,78,8,9
5.0,7930,7311,7589,7540,8515,7253,7537,7253,7234,7550,7429,7725,6592,7514,7010,7550,6490,7786,7604
10.0,8145,7515,7897,7711,7683,8014,7898,7689,7671,7721,7645,7959,6814,7498,7202,7721,6716,7834,7777
14.0,8649,7935,8443,8166,8322,7958,8236,7896,8032,8176,8066,8429,6996,7665,7414,8176,6900,8234,8234
