,A,B,C,D,E,F,G
5.0,5333328,5336175,4776966,5807463,,5771936,5270957
9.0,5467968,5485233,4898592,5954107,,5917031,5404333
13.0,5546772,5281680,5010840,6160035,,5975710,5033340
