,1,10,11,12,2,3,4,5,6,7,8,9
4.0,4123440,3969225,3867520,4969950,4007360,3532290,3532290,3867520,4123440,4926175,3903900,3867825
8.0,4233150,4070950,4023825,5101275,3866880,3626910,3626910,3978240,4233150,5139100,3956160,3855040
11.0,4313535,4092160,4100200,5198175,3944960,3713550,3695595,4100200,4313535,5156950,4031680,3994880
