,1,10,11,12,13,14,15,16,17,2,3,4,45,5,6,7,78,8,9
5.0,5194150,5263920,5464080,5428800,6275555,6455170,6707930,6455170,6510600,5398250,5757475,5971425,10283520,5808322,5502850,5398250,8891300,5099830,5208740
10.0,5334975,5410800,5685840,5551920,5662371,6867998,7029220,6843210,6903900,5520515,5924875,6152307,10629840,5795954,5653570,5520515,9200920,5131270,5327245
14.0,5665095,5427540,5994530,5879520,5076420,6820006,6794700,7027440,6562144,5845840,6235018,6532475,10913760,6017025,5731022,5845840,9453000,5393270,5640290
