,1,10,104,11,14,2,211,3,303,4,5,511,6,6A,7,8,9
3.0,379,302,338,300,330,338,300,338,338,338,452,300,595,249,399,330,464
6.0,379,302,338,300,330,338,300,338,338,338,452,300,595,249,399,330,464
8.0,379,302,338,300,330,338,300,338,338,338,452,300,595,249,399,330,464
