,lumpSum_avg,npsf_avg,final_address,lumpSum_1,npsf_1,nfa_1,lumpSum_2,npsf_2,nfa_2,lumpSum_3,npsf_3,nfa_3,lumpSum_4,npsf_4,nfa_4,lumpSum_5,npsf_5,nfa_5,lumpSum_6,npsf_6,nfa_6,lumpSum_7,npsf_7,nfa_7,lumpSum_8,npsf_8,nfa_8,nfa_avg,lumpSum_change,npsf_change
2022-12-15,3612470.125,13096.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3552227.9999999995,12732.0,279.0,3800775.0,14905.0,255.0,3481835.0,13139.0,265.0,3529075.0,12833.0,275.0,3504600.0,12744.0,275.0,3525200.0,12590.0,280.0,3773865.0,12455.0,303.0,3732183.0,13377.0,279.0,,0.009144566567078183,0.009140292412305184
2022-11-15,3579735.0,12978.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3520143.0,12617.0,279.0,3766095.0000000005,14769.0,255.0,3452420.0,13028.0,265.0,3496625.0,12715.0,275.0,3472150.0,12626.0,275.0,3493840.0000000005,12478.0,280.0,3739020.0,12340.0,303.0,3697587.0,13253.0,279.0,,-0.06734237676536192,-0.06731106100485995
2022-10-15,3838209.125,13914.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3764826.0,13494.0,279.0,4027470.0,15794.0,255.0,3694895.0,13943.0,265.0,3739725.0,13599.0,275.0,3712500.0,13500.0,275.0,3814160.0,13622.0,280.0,3998387.9999999995,13196.0,303.0,3953708.9999999995,14171.0,279.0,,0.010896604317831349,0.010823866989929876
2022-9-15,3796836.5,13765.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3717953.9999999995,13326.0,279.0,3976980.0,15596.0,255.0,3702050.0,13970.0,265.0,3692974.9999999995,13429.0,275.0,3665475.0,13329.0,275.0,3767400.0,13455.0,280.0,3948090.0,13030.0,303.0,3903768.0,13992.0,279.0,,-0.037540453812753616,-0.03754489918984816
2022-8-15,3944931.0,14302.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3862755.0,13845.0,279.0,4131765.0,16203.0,255.0,3849125.0,14525.0,265.0,3836800.0,13952.0,275.0,3807650.0,13846.0,275.0,3914680.0,13981.0,280.0,4101407.9999999995,13536.0,303.0,4055265.0,14535.0,279.0,,-0.06241838908956765,-0.06200660726142948
2022-7-15,4207560.125,15248.375,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4151799.0,14881.0,279.0,4366365.0,17123.0,255.0,4071195.0,15363.0,265.0,4054875.0,14745.0,275.0,4023250.0,14630.0,275.0,4231920.0,15114.0,280.0,4475916.0,14772.0,303.0,4285161.0,15359.0,279.0,,0.05688788893805552,0.05689655172413799
2022-6-15,3981084.625,14427.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",3961800.0,14200.0,279.0,4126155.0,16181.0,255.0,3850185.0,14529.0,265.0,3831850.0,13934.0,275.0,3801325.0,13823.0,275.0,3999239.9999999995,14283.0,280.0,4229274.0,13958.0,303.0,4048848.0,14512.0,279.0,,-0.08032795510266222,-0.08033338114133637
2022-5-15,4328809.0,15687.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4306644.0,15436.0,279.0,4486470.0,17594.0,255.0,4189650.0,15810.0,265.0,4166800.0,15152.0,275.0,4132700.0,15028.0,275.0,4348400.0,15530.0,280.0,4598025.0,15175.0,303.0,4401783.0,15777.0,279.0,,0.01601201970138688,0.01601308247789901
2022-4-15,4260588.375,15440.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4235778.0,15182.0,279.0,4413795.0,17309.0,255.0,4124725.0,15565.0,265.0,4099700.0,14908.0,275.0,4065325.0,14783.0,275.0,4292120.0,15329.0,280.0,4523184.0,14928.0,303.0,4330080.0,15520.0,279.0,,0.0020414362762462,0.002036131188500212
2022-3-15,4251908.375,15409.125,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4226013.0,15147.0,279.0,4405125.0,17275.0,255.0,4119160.0,15544.0,265.0,4091725.0,14879.0,275.0,4055700.0,14748.0,275.0,4282880.0,15296.0,280.0,4513791.0,14897.0,303.0,4320873.0,15487.0,279.0,,-0.0045430991117574315,-0.004546335475952068
2022-2-15,4271313.375,15479.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4243869.0,15211.0,279.0,4425270.0,17354.0,255.0,4140360.0,15624.0,265.0,4110700.0,14948.0,275.0,4074125.0,14815.0,275.0,4301640.0,15363.0,280.0,4534698.0,14966.0,303.0,4339845.0,15555.0,279.0,,-0.04446956445824035,-0.04443844284115894
2022-1-15,4470096.625,16199.375,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4433589.0,15891.0,279.0,4631310.0,18162.0,255.0,4327980.0,16332.0,265.0,4302375.0,15645.0,275.0,4265250.0,15510.0,275.0,4501280.0,16076.0,280.0,4757706.0,15702.0,303.0,4541283.0,16277.0,279.0,,0.027774989969638675,0.027748699403628896
2021-12-15,4349295.0,15762.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4245264.0,15216.0,279.0,4498200.0,17640.0,255.0,4206875.0,15875.0,265.0,4279000.0,15560.0,275.0,4143975.0,15069.0,275.0,4389840.0,15678.0,280.0,4621053.0,15251.0,303.0,4410152.999999999,15807.0,279.0,,0.0013782983243564306,0.0013738554513471612
2021-11-15,4343308.625,15740.375,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4236894.0,15186.0,279.0,4492080.0,17616.0,255.0,4203960.0,15864.0,265.0,4272950.0,15538.0,275.0,4139575.0,15053.0,275.0,4382560.0,15652.0,280.0,4614993.0,15231.0,303.0,4403457.0,15783.0,279.0,,-0.007809886535885435,-0.007839707527695028
2021-10-15,4377496.375,15864.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4243590.0,15210.0,279.0,4537980.0,17796.0,255.0,4250070.0,16038.0,265.0,4316675.0,15697.0,275.0,4183300.0,15212.0,275.0,4426520.0,15809.0,280.0,4662564.0,15388.0,303.0,4399272.0,15768.0,279.0,,-0.03135089901470711,-0.03130819722179823
2021-9-15,4519176.625,16377.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4376115.0,15685.0,279.0,4654770.0,18254.0,255.0,4362695.0,16463.0,265.0,4512475.0,16409.0,275.0,4292475.0,15609.0,275.0,4660040.0,16643.0,280.0,4782855.0,15785.0,303.0,4511988.0,16172.0,279.0,,0.023694579215026934,0.023705717812885885
2021-8-15,4414575.125,15998.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4270374.0,15306.0,279.0,4544100.0,17820.0,255.0,4258285.0,16069.0,265.0,4404950.0,16018.0,275.0,4191825.0,15243.0,275.0,4573240.0,16333.0,280.0,4669533.0,15411.0,303.0,4404294.0,15786.0,279.0,,-0.012749338678268995,-0.012766023094545664
2021-7-15,4471584.875,16205.125,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4279023.0,15337.0,279.0,4609125.0,18075.0,255.0,4323740.0,16316.0,265.0,4468750.0,16250.0,275.0,4247925.0,15447.0,275.0,4637920.0,16564.0,280.0,4738011.0,15637.0,303.0,4468185.0,16015.0,279.0,,0.0013069197694406398,0.001305301532377623
2021-6-15,4465748.5,16184.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4273164.0,15316.0,279.0,4602240.0,18048.0,255.0,4321620.0,16308.0,265.0,4462975.0,16229.0,275.0,4241050.0,15422.0,275.0,4630080.0,16536.0,280.0,4732254.0,15618.0,303.0,4462605.0,15995.0,279.0,,0.0005374887178339893,0.00047909744223795236
2021-5-15,4463349.5,16176.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4286277.0,15363.0,279.0,4616010.0,18102.0,255.0,4339110.0,16374.0,265.0,4477275.0,16281.0,275.0,4252875.0,15465.0,275.0,4511920.0,16114.0,280.0,4746495.0,15665.0,303.0,4476834.0,16046.0,279.0,,0.022931125949160913,0.02285032287640587
2021-4-15,4363294.25,15814.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4211226.0,15094.0,279.0,4534920.0,17784.0,255.0,4267030.0,16102.0,265.0,4399450.0,15998.0,275.0,4177525.0,15191.0,275.0,4254040.0,15193.0,280.0,4663170.0,15390.0,303.0,4398993.0,15767.0,279.0,,0.018505353736924857,0.018343528654217733
2021-3-15,4284017.0,15530.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4153194.0,14886.0,279.0,4472955.0,17541.0,255.0,4210055.0,15887.0,265.0,4340050.0,15782.0,275.0,4119775.0,14981.0,275.0,4194960.0,14982.0,280.0,4553181.0,15027.0,303.0,4227966.0,15154.0,279.0,,-0.014105014026481011,-0.014109095526036008
2021-2-15,4345307.625,15752.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4208715.0,15085.0,279.0,4537215.0,17793.0,255.0,4274185.0,16129.0,265.0,4403025.0,16011.0,275.0,4178350.0,15194.0,275.0,4254040.0,15193.0,280.0,4619538.0,15246.0,303.0,4287393.0,15367.0,279.0,,0.043705809649103644,0.04370512087857481
2021-1-15,4163345.25,15092.625,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4037130.0,14470.0,279.0,4352595.0,17069.0,255.0,4104319.9999999995,15488.0,265.0,4224825.0,15363.0,275.0,3965225.0,14419.0,275.0,4078760.0,14567.0,280.0,4432284.0,14628.0,303.0,4111623.0,14737.0,279.0,,0.0013573905751353976,0.0013518220570916117
2020-12-15,4157701.625,15072.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4030713.0,14447.0,279.0,4346475.0,17045.0,255.0,4102730.0,15482.0,265.0,4219600.0,15344.0,275.0,3960000.0,14400.0,275.0,4070920.0,14539.0,280.0,4426527.0,14609.0,303.0,4104648.0,14712.0,279.0,,-0.0023436289217414474,-0.002349787360791611
2020-11-15,4167468.625,15107.75,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4038804.0,14476.0,279.0,4356675.0,17085.0,255.0,4116244.9999999995,15533.0,265.0,4230050.0,15382.0,275.0,3969625.0,14435.0,275.0,4078200.0,14565.0,280.0,4437132.0,14644.0,303.0,4113018.0,14742.0,279.0,,-0.038877468466064546,-0.03900833280325677
2020-10-15,4336043.0,15721.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4194207.0,15033.0,279.0,4523445.0,17739.0,255.0,4379125.0,16525.0,265.0,4392850.0,15974.0,275.0,4122250.0,14990.0,275.0,4219600.0,15070.0,280.0,4607418.0,15206.0,303.0,4249449.0,15231.0,279.0,,0.016284711119658235,0.016487779645674383
2020-9-15,4266563.25,15466.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4123620.0,14780.0,279.0,4317660.0,16932.0,255.0,4422850.0,16690.0,265.0,4329600.0,15744.0,275.0,4060650.0,14766.0,275.0,4150160.0,14822.0,280.0,4540455.0,14985.0,303.0,4187511.0,15009.0,279.0,,0.0071930078022366395,0.006999381450011333
2020-8-15,4236093.0,15358.5,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4114134.0,14746.0,279.0,4306440.0,16888.0,255.0,4413045.0,16653.0,265.0,4319700.0,15708.0,275.0,4048825.0,14723.0,275.0,4035920.0,14414.0,280.0,4473492.0,14764.0,303.0,4177188.0,14972.0,279.0,,-0.03501636532234542,-0.035065536820777066
2020-7-15,4389808.125,15916.625,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4258935.0,15265.0,279.0,4456125.0,17475.0,255.0,4613385.0,17409.0,265.0,4471775.0,16261.0,275.0,4188525.0,15231.0,275.0,4174240.0,14908.0,280.0,4630143.0,15281.0,303.0,4325337.0,15503.0,279.0,,0.019877680769966988,0.01987969659834521
2020-6-15,4304249.625,15606.375,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4176630.0,14970.0,279.0,4368660.0,17132.0,255.0,4524080.0,17072.0,265.0,4385700.0,15948.0,275.0,4105200.0,14928.0,275.0,4090239.9999999995,14608.0,280.0,4540455.0,14985.0,303.0,4243032.0,15208.0,279.0,,-0.011466405055766682,-0.011433548438180452
2020-5-15,4354176.375,15786.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4222944.0,15136.0,279.0,4415580.0,17316.0,255.0,4574165.0,17261.0,265.0,4392300.0,15972.0,275.0,4148375.0,15085.0,275.0,4198880.0,14996.0,280.0,4590147.0,15149.0,303.0,4291020.0,15380.0,279.0,,0.011616888740763942,0.011573888666399634
2020-4-15,4304175.25,15606.25,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4176072.0,14968.0,279.0,4365090.0,17118.0,255.0,4542365.0,17141.0,265.0,4341975.0,15789.0,275.0,4099700.0,14908.0,275.0,4018000.0,14350.0,280.0,4538637.0,14979.0,303.0,4351563.0,15597.0,279.0,,-0.027515485984798582,-0.027519219834401754
2020-3-15,4425957.625,16047.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4297437.0,15403.0,279.0,4489785.0,17607.0,255.0,4673540.0,17636.0,265.0,4466275.0,16241.0,275.0,4215750.0,15330.0,275.0,4114880.0,14696.0,280.0,4669533.0,15411.0,303.0,4480461.0,16059.0,279.0,,0.025441698876139007,0.025947768827515594
2020-2-15,4316147.5,15642.0,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4217643.0,15117.0,279.0,4196535.0,16457.0,255.0,4584765.0,17301.0,265.0,4381300.0,15932.0,275.0,4133525.0,15031.0,275.0,4035920.0,14414.0,280.0,4581057.0,15119.0,303.0,4398435.0,15765.0,279.0,,0.004893859094179387,0.004890505673468493
2020-1-15,4295127.75,15565.875,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4198671.0,15049.0,279.0,4177665.0,16383.0,255.0,4562240.0,17216.0,265.0,4359850.0,15854.0,275.0,4110700.0,14948.0,275.0,4013240.0,14333.0,280.0,4558635.0,15045.0,303.0,4380021.0,15699.0,279.0,,-0.008238132606047555,-0.0075394706430865766
2019-12-15,4330805.5,15684.125,"GOLDEN HARVEST COURT(Block F,Phase 1,GOLDEN LION GARDEN),5-7 CHUI TIN ST|金獅花園,1期,F座(金豐閣),5-7 翠田街",4307760.0,15440.0,279.0,4285785.0,16807.0,255.0,4085505.0,15417.0,265.0,4471500.0,16260.0,275.0,4213275.0,15321.0,275.0,4112360.0,14687.0,280.0,4675290.0,15430.0,303.0,4494969.0,16111.0,279.0,,-0.005644986057941503,-0.0056425090145421075
