,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,5641236,12564,449
20.0/F中層A,20.0,中層,A,6768009,13193,513
32.0/F高層A,32.0,高層,A,7045029,13733,513
8.0/F低層B,8.0,低層,B,5351276,13972,383
20.0/F中層B,20.0,中層,B,5530137,14439,383
32.0/F高層B,32.0,高層,B,5792109,15123,383
8.0/F低層C,8.0,低層,C,5383065,14055,383
20.0/F中層C,20.0,中層,C,5598694,14618,383
32.0/F高層C,32.0,高層,C,5789428,15116,383
8.0/F低層D,8.0,低層,D,5846429,13021,449
20.0/F中層D,20.0,中層,D,6752619,13163,513
32.0/F高層D,32.0,高層,D,7001424,13648,513
8.0/F低層E,8.0,低層,E,5807520,12099,480
20.0/F中層E,20.0,中層,E,5796906,12657,458
32.0/F高層E,32.0,高層,E,5663170,12365,458
8.0/F低層F,8.0,低層,F,5232616,13556,386
20.0/F中層F,20.0,中層,F,5419440,14040,386
32.0/F高層F,32.0,高層,F,5623248,14568,386
8.0/F低層G,8.0,低層,G,5222194,13529,386
20.0/F中層G,20.0,中層,G,5300552,13732,386
32.0/F高層G,32.0,高層,G,5453408,14128,386
8.0/F低層H,8.0,低層,H,6256064,13088,478
20.0/F中層H,20.0,中層,H,5742555,12621,455
32.0/F高層H,32.0,高層,H,5938205,13051,455
