,1,10,12,14,24,27,29,30,32,33,34,37,38,4,41,45,49,5,52,7,8,9
7.0,6343,6349,5921,6422,6369,6247,6369,6281,6369,6343,6343,6369,6215,5750,6446,6280,6369,6276,6343,6280,6521,6229
12.0,6346,6362,5945,6433,6370,6353,6370,6392,6370,6346,6346,6370,6309,5738,6547,6287,6370,6294,6346,6287,6630,6324
18.0,6196,6242,6081,6536,6218,6224,6218,6252,6218,6196,6196,6218,6226,5903,6390,6141,6218,6180,6196,6141,6737,6190
