,1,10,12,14,24,27,29,30,32,33,34,37,38,4,41,45,49,5,52,7,8,9
7.0,354,349,349,349,349,367,349,349,349,354,354,349,349,349,349,366,349,366,354,366,366,349
12.0,354,349,349,349,349,367,349,349,349,354,354,349,349,349,349,366,349,366,354,366,366,349
18.0,354,349,349,349,349,367,349,349,349,354,354,349,349,349,349,366,349,366,354,366,366,349
