,1,11,13,14,18,19,2,23,3,6,8,9
7.0,2523363,2759447,2934215,2594208,2860008,2878614,2902979,2902979,2863552,2812164,3120490,3121460
18.0,2616708,2825454,3007851,2700528,2969872,2990250,2976960,2976960,2973859,2860894,3278115,3266960
29.0,2782443,3013729,3171287,2809063,3116505,3146186,3137326,3186056,3127580,3049169,3390150,3412945
