,1,10,11,13,15,16,19,20,24,27,3,5,6,7,8
6.0,,2067534,1986857,1998723,2011287,1998723,2019216,2019216,1998723,2019216,,1998723,1998723,2067534,2067534
10.0,,2096082,2014079,2026294,2038858,2026294,2047182,2047182,2026294,2047182,,2026294,2026294,2096082,2096082
16.0,,2140368,2056308,2068872,2081785,2068872,2090370,2090370,2222781,2090370,,2068872,2068872,2140368,2140368
