,1,11,12,14,15,19,20,22,23,3,5,6,7
10.0,2498598,2478786,3141880,2444115,2482977,2472309,3082100,2599944,2453259,2478786,2814070,2463546,2498217
20.0,2620518,2658237,3211950,2512314,2651379,2600706,3212930,2682240,2518410,2539365,2852290,2631567,2668143
30.0,2719578,2785110,3440780,2625471,2747391,2753487,3439310,2808732,2785110,2785110,2969400,2691003,2789682
