,12,14,16,17,18,19,7,9
9.0,6029,5940,5764,5764,5849,5892,6053,5764
20.0,6259,6159,5975,5975,6061,6108,6699,5975
28.0,6422,6317,6128,6128,6215,6264,6529,7256
