,1,2,3,4,5,6,7,8,9
6.0,12082,12311,11822,12218,11576,12060,12311,12060,11635
17.0,12542,12775,12290,12677,12018,12513,12775,12513,12079
27.0,12961,13196,12696,13095,12234,12926,13196,12926,12444
