,A,B,C,D,E,F,G
7.0,6509775,6870960,8548255,4864140,4750213,4675762,4940676
18.0,7177065,7364736,8980428,4824490,5105126,4824365,4909580
28.0,7630335,7657632,9386636,5202995,5355389,5202600,5260606
