,1,11,12,14,15,19,20,22,23,3,5,6,7
10.0,6558,6506,6412,6415,6517,6489,6290,6824,6439,6506,5743,6466,6557
20.0,6878,6977,6555,6594,6959,6826,6557,7040,6610,6665,5821,6907,7003
30.0,7138,7310,7022,6891,7211,7227,7019,7372,7310,7310,6060,7063,7322
