,12,14,16,17,18,19,7,9
9.0,3201399,2631420,2795540,2795540,2591107,2610156,2681479,2795540
20.0,3323529,2728437,2897875,2897875,2685023,2705844,2967657,2897875
28.0,3410082,2798431,2972080,2972080,2753245,2774952,2892347,3519160
