,1,10,2,3,4,5,6,7,8,9
6.0,6742734,5139216,6780406,5315656,7973490,4926285,6798134,6798134,5128389,7973490
15.0,6898962,5269942,6940512,5479264,8148285,5081071,6952700,6952700,5268739,8148285
24.0,7062946,5407886,7107820,5649689,8334045,5237060,7115576,7115576,5411896,8334045
