,11,12,14,15,16,17,3,5,6,7,8
13.0,2492880,2908738,2481600,3491088,2473875,2538690,3501842,2518285,3332000,3457664,2538690
20.0,2508672,2969429,2498896,3572592,2607375,2551780,3575988,2537150,3399456,3522400,2551780
29.0,2578984,3006198,2568832,3669944,2562750,2627240,3701640,2607605,3376064,3596928,2627240
