,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,12083192,15334,788,332,5,NTY
22.0/F中層A,22.0,中層,A,13042188,16551,788,321,4,NTY
37.0/F高層A,37.0,高層,A,13876932,17588,789,313,4,NTY
9.0/F低層B,9.0,低層,B,8841839,17371,509,351,4,NTY
22.0/F中層B,22.0,中層,B,8715098,17122,509,346,4,NTY
37.0/F高層B,37.0,高層,B,8880856,17482,508,340,4,NTY
9.0/F低層C,9.0,低層,C,8524432,16268,524,324,4,NTY
22.0/F中層C,22.0,中層,C,8582072,16378,524,356,4,NTY
37.0/F高層C,37.0,高層,C,9015944,17206,524,358,4,NTY
9.0/F低層D,9.0,低層,D,8383320,16060,522,346,5,NTY
22.0/F中層D,22.0,中層,D,8489286,16263,522,316,4,NTY
37.0/F高層D,37.0,高層,D,8913150,17075,522,316,4,NTY
9.0/F低層E,9.0,低層,E,7752070,15230,509,382,4,NTY
22.0/F中層E,22.0,中層,E,8127712,15968,509,360,3,NTY
37.0/F高層E,37.0,高層,E,8499856,16732,508,352,3,NTY
9.0/F低層F,9.0,低層,F,10703960,15076,710,329,4,NTY
22.0/F中層F,22.0,中層,F,11280480,15888,710,308,4,NTY
37.0/F高層F,37.0,高層,F,12411927,17457,711,334,5,NTY
