,1,11,12,16,19,20,21,5,6,7,9
14.0,2547366,2434209,3154620,2550414,2532507,3109540,3109540,3109540,2550414,2550414,2542413
22.0,2623947,2504313,3250170,2628519,2610993,3203620,3203620,3203620,2628519,2628519,2618613
30.0,2651379,2575941,3401090,2702052,2684907,3354050,3354050,3312400,2431923,2702052,2691384
