,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,3908034,4640896,4316832,4023129,3886272,4489888,4373408,4027122,4437472,4472000,4227861,3914040,4571840,4355936,4027122,3773770
18.0,4058964,4666688,4457440,4279044,4019652,4704128,4557696,4199184,4671264,4690816,4331316,4016454,4678752,4526080,4199184,3986034
29.0,4126707,4858880,4606368,4334946,4161105,4694976,4695808,4304817,4694976,4694976,4308084,4154696,4821024,4677504,4304817,4093180
