,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,10716,11261,11167,10247,10224,11184,11327,11242,11352,11246,11246,11184,9389,10530,11153,11216,11257,10735,10554,10456,11296,11184,11487,10394
18.0,10969,11072,10966,10707,10778,11265,11135,11053,11294,11552,11265,11072,9567,10865,10766,11249,11045,10997,10707,11024,11096,10689,11874,10626
28.0,11374,11711,11454,11224,11394,11487,11628,11543,11641,11633,11487,11576,9745,11285,11444,11474,11487,11487,11224,11227,11596,10809,11919,11321
