,A,B,C,D,E,F,G,H
8.0,13068,13813,13425,12004,12393,13755,13729,12716
20.0,13392,14245,13783,12274,12900,14181,14175,13460
32.0,13832,15036,14637,13638,13416,14801,14904,14193
