,10,14,20,24,3,5,7
6.0,2458705,2458356,2488905,2458705,2458705,2543700,2543700
11.0,2499189,2499887,2530085,2499189,2499189,2585790,2585790
18.0,2556076,2557821,2587595,2556076,2556076,2644716,2644716
