,10,11,12,16,18,22,5,6,9
10.0,6154,6022,5754,5888,6040,6016,5875,6027,5869
20.0,6448,6233,5955,6094,6251,6226,6081,6284,6076
29.0,6675,6417,6130,6272,6435,6409,6259,6473,6254
