,1,10,2,3,4,5,6,7,8,9
6.0,12171,12816,12239,13256,12362,12285,12271,12271,12789,12362
15.0,12453,13142,12528,13664,12633,12671,12550,12550,13139,12633
24.0,12749,13486,12830,14089,12921,13060,12844,12844,13496,12921
