,1,16,18,20,24,26,3,7
5.0,5509,6974,5998,6424,6902,6846,6852,6808
9.0,5583,7085,6065,6506,7001,6943,6951,6906
14.0,5659,7189,6157,6613,7115,7056,7064,7018
