,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,11618,10744,11157,11280,11458,10591,10836,11280,11153,10742,11311,11884,10874,11157,11833,11853
18.0,11539,11118,11154,11609,11762,10893,11108,11609,11432,10858,11707,12221,11149,11154,12273,12554
29.0,12284,11485,12073,12446,12155,11200,11648,12384,11629,11615,12457,12559,11464,11614,12433,13092
