,A,B,C,D,E,F,G,H
10.0,6733848,6491970,6809652,5482602,5451975,6833996,6538840,6656430
22.0,6985330,6706143,7086540,5691456,5718393,6868082,6518028,6801652
36.0,7338012,6882156,7000884,5834628,5856768,6952556,6962340,7094120
