,1,11,12,14,15,19,20,22,23,3,5,6,7
10.0,381,381,490,381,381,381,490,381,381,381,490,381,381
20.0,381,381,490,381,381,381,490,381,381,381,490,381,381
30.0,381,381,490,381,381,381,490,381,381,381,490,381,381
