,1,2,3,4,5,6,7,8
7.0,11719,11554,11635,11891,11839,11839,11820,11617
20.0,12065,12006,11722,12193,11917,11917,12297,12044
30.0,11846,12150,11226,12145,12436,12436,12429,12213
