,1,10,12,13,16,18,19,20,21,22,23,3,4,7,9
9.0,6254,6044,6670,6005,6287,5928,5981,6239,6395,6017,6004,6069,5779,6017,6250
20.0,6762,6317,6782,6562,6500,6324,6207,6935,6617,6324,6292,6365,6560,6324,6571
29.0,6839,6612,6865,6620,6717,6632,6415,6662,6724,6632,6481,6659,6662,6632,6674
