,A,B,C,D,E,F,G,H
6.0,8969776,7679779,7679779,9277360,9155408,7458000,7458000,9097516
18.0,9546496,8022407,8022407,9567144,9571948,7793500,7793500,9497818
27.0,9790712,8262606,8262606,9849808,9847288,8028350,8028350,9779512
