,A,B,C,D,E,F,G,H,I,J
9.0,11163,12034,11450,11575,10964,11267,11448,10837,11351,11190
22.0,11602,12316,11190,11234,11403,11682,11789,11626,11764,11739
34.0,11365,12691,11490,11496,11700,11597,11822,11416,12129,11525
