,1,16,18,20,24,26,3,7
5.0,1955695,2433926,2129290,2280520,2408798,2430330,2391348,2491728
9.0,1981965,2472665,2153075,2309630,2443349,2464765,2425899,2527596
14.0,2008945,2508961,2185735,2347615,2483135,2504880,2465336,2568588
