,1,10,12,14,24,27,29,30,32,33,34,37,38,4,41,45,49,5,52,7,8,9
7.0,2245422,2215801,2066429,2241278,2222781,2292649,2222781,2192069,2222781,2245422,2245422,2222781,2169035,2006750,2249654,2298480,2222781,2297016,2245422,2298480,2386686,2173921
12.0,2246484,2220338,2074805,2245117,2223130,2331551,2223130,2230808,2223130,2246484,2246484,2223130,2201841,2002562,2284903,2301042,2223130,2303604,2246484,2301042,2426580,2207076
18.0,2193384,2178458,2122269,2281064,2170082,2284208,2170082,2181948,2170082,2193384,2193384,2170082,2172874,2060147,2230110,2247606,2170082,2261880,2193384,2247606,2465742,2160310
