,A,B,C,D,E,F,G,H
6.0,12023,11780,12288,12000,12115,11860,11892,12138
12.0,12267,12021,12584,12244,12361,12088,12842,12384
20.0,12877,12491,13243,12892,12985,12529,12695,12991
