,A,B,C,D,E,F,G,H,J,K
6.0,5124590,6086784,6742520,6677620,6949610,5183637,5764440,6949610,6949610,6665820
16.0,5314230,6269736,6910670,6872320,7090030,5331470,5950296,7090030,7090030,6849900
26.0,5469821,6489956,7075280,7095930,7196230,5629291,6174388,7196230,7196230,6834560
