,A,B,C,D,E,F,G,H,J,K
6.0,11890,12576,11428,11318,11779,12027,11910,11779,11779,11298
16.0,12330,12954,11713,11648,12017,12370,12294,12017,12017,11610
26.0,12691,13409,11992,12027,12197,13061,12757,12197,12197,11584
