,11,12,14,15,16,17,3,5,6,7,8
13.0,376,443,376,566,375,385,566,385,544,544,385
20.0,376,443,376,566,375,385,566,385,544,544,385
29.0,376,443,376,566,375,385,566,385,544,544,385
