,A,B,C,D,E,F,G
7.0,12265593,6637932,6464470,8311824,6818937,4980769,4867421
18.0,13354236,6765306,6689150,9313884,6717476,4949156,4834232
27.0,13975626,7458408,7173770,9815500,7181418,5309732,5219643
