,1,10,13,14,16,18,19,2,21,23,3,6,7,8,9
9.0,6896,6572,6452,6169,6422,6508,6583,6572,6340,6572,6572,6572,6572,6422,6430
19.0,7117,6782,6657,6480,6633,6713,6796,6782,6537,6782,6782,6782,6782,7292,6646
29.0,7345,7002,6805,6696,6969,6930,7018,7002,6717,7002,7002,7002,7002,6851,6868
