,1,11,13,14,18,19,2,23,3,6,8,9
7.0,6623,6229,6535,5856,6456,6498,6553,6553,6464,6348,6434,6436
18.0,6868,6378,6699,6096,6704,6750,6720,6720,6713,6458,6759,6736
29.0,7303,6803,7063,6341,7035,7102,7082,7192,7060,6883,6990,7037
