,1,10,2,3,4,5,6,7,8,9
7.0,10593,10198,10599,10829,10553,10728,10476,10476,10997,10553
18.0,11026,10298,10981,11189,10920,10629,11010,11010,10969,10920
29.0,10974,10649,10978,10733,11016,10971,10944,10944,11262,11016
