,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6300170.0,9111.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7381773.0,8883.0,831.0,6501756.0,9068.0,717.0,6434358.0,8974.0,717.0,7306983.0,8793.0,831.0,5101500.000000001,9500.0,537.0,5074650.0,9450.0,537.0,,0.010619155159621085,0.00951009177700235
2020-11-15,6233970.5,9025.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7277067.0,8757.0,831.0,6409263.000000001,8939.0,717.0,6342582.0,8846.0,717.0,7201446.0,8666.0,831.0,5029005.0,9365.0,537.0,5144460.0,9580.0,537.0,,-0.010058026372852247,-0.010072389587598818
2020-10-15,6297309.0,9117.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7351026.000000001,8846.0,831.0,6474510.000000001,9030.0,717.0,6406395.0,8935.0,717.0,7273743.000000001,8753.0,831.0,5080557.0,9461.0,537.0,5197623.0,9679.0,537.0,,-0.026611298916294546,-0.026619217081850444
2020-9-15,6469470.0,9366.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7552959.0,9089.0,831.0,6651609.0,9277.0,717.0,6580626.0,9178.0,717.0,7471521.0,8991.0,831.0,5219103.0,9719.0,537.0,5341002.0,9946.0,537.0,,0.04303458611995792,0.043019932444972264
2020-8-15,6202546.0,8980.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7241334.0,8714.0,831.0,6377715.0,8895.0,717.0,6308166.0,8798.0,717.0,7162388.999999999,8619.0,831.0,5003766.0,9318.0,537.0,5121906.0,9538.0,537.0,,-0.011917280446939849,-0.011919606836352847
2020-7-15,6277355.0,9088.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7340222.999999999,8833.0,831.0,6469491.0,9023.0,717.0,6372696.0,8888.0,717.0,7234686.0,8706.0,831.0,5055855.0,9415.0,537.0,5191179.0,9667.0,537.0,,0.00609811313980857,0.006088336223755597
2020-6-15,6239307.0,9033.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7296180.0,8780.0,831.0,6430773.0,8969.0,717.0,6333261.0,8833.0,717.0,7189812.0,8652.0,831.0,5025246.0,9358.0,537.0,5160570.0,9610.0,537.0,,-0.028525367373806954,-0.028132900611428924
2020-5-15,6422511.5,9295.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7491465.0,9015.0,831.0,6604287.000000001,9211.0,717.0,6501756.0,9068.0,717.0,7477338.000000001,8998.0,831.0,5160570.0,9610.0,537.0,5299653.0,9869.0,537.0,,0.02734796177168697,0.027601201333996572
2020-4-15,6251544.5,9045.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7298673.0,8783.0,831.0,6434358.0,8974.0,717.0,6333261.000000001,8833.0,717.0,7284546.0,8766.0,831.0,4994637.0,9301.0,537.0,5163792.0,9616.0,537.0,,-0.007911655808495843,-0.008531238582389578
2020-3-15,6301399.0,9123.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7341054.0,8834.0,831.0,6472359.0,9027.0,717.0,6368394.0,8882.0,717.0,7326927.0,8817.0,831.0,5104184.999999999,9505.0,537.0,5195475.0,9675.0,537.0,,0.02920538566502895,0.02919886438415409
2020-2-15,6122586.5,8864.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7133304.0,8584.0,831.0,6289524.0,8772.0,717.0,6186276.0,8628.0,717.0,7118345.999999999,8566.0,831.0,4958658.0,9234.0,537.0,5049411.0,9403.0,537.0,,-0.05509793121457052,-0.05455418088737196
