,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,lumpSum_F,npsf_F,nfa_F,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6300170.0,9111.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7381773.0,8883.0,831.0,6501756.0,9068.0,717.0,6434358.0,8974.0,717.0,7306983.0,8793.0,831.0,5101500.000000001,9500.0,537.0,5074650.0,9450.0,537.0,,0.010619155159621085,0.00951009177700235
2020-1-15,6479599.0,9376.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7578720.0,9120.0,831.0,6587079.0,9187.0,717.0,6599985.0,9205.0,717.0,7564593.0,9103.0,831.0,5191716.0,9668.0,537.0,5355501.000000001,9973.0,537.0,,-0.0024447773597605638,-0.002553191489361728
2019-12-15,6495479.0,9400.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7626087.0,9177.0,831.0,6589230.0,9190.0,717.0,6601419.0,9207.0,717.0,7565424.0,9104.0,831.0,5233602.0,9746.0,537.0,5357112.0,9976.0,537.0,,0.00042455225831683485,-0.0004784943378169926
2019-11-15,6492722.5,9404.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7597002.0,9142.0,831.0,6567003.0,9159.0,717.0,6578475.000000001,9175.0,717.0,7538832.0,9072.0,831.0,5291061.0,9853.0,537.0,5383962.0,10026.0,537.0,,0.011302367176391881,0.011182194505671816
2019-10-15,6420159.5,9300.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7514733.0,9043.0,831.0,6453717.0,9001.0,717.0,6508926.0,9078.0,717.0,7467366.0,8986.0,831.0,5250249.0,9777.0,537.0,5325966.0,9918.0,537.0,,-0.02194654765991677,-0.021943738497940513
2019-9-15,6564221.5,9509.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7706694.0,9274.0,831.0,6620061.0,9233.0,717.0,6519681.0,9093.0,717.0,7692567.0,9257.0,831.0,5384499.0,10027.0,537.0,5461827.0,10171.0,537.0,,-0.027156375037829084,-0.02716205156186058
2019-8-15,6747458.0,9774.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7921092.0,9532.0,831.0,6806481.000000001,9493.0,717.0,6699648.0,9344.0,717.0,7907796.0,9516.0,831.0,5534859.0,10307.0,537.0,5614872.0,10456.0,537.0,,0.010446638164331556,0.01042330685870807
2019-7-15,6677698.5,9673.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7837991.999999999,9432.0,831.0,6736932.0,9396.0,717.0,6627948.0,9244.0,717.0,7826358.0,9418.0,831.0,5478474.0,10202.0,537.0,5558487.0,10351.0,537.0,,0.025914892231055475,0.025893456820672567
2019-6-15,6509018.0,9429.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7639383.0,9193.0,831.0,6567003.0,9159.0,717.0,6458736.0,9008.0,717.0,7628580.0,9180.0,831.0,5340465.0,9945.0,537.0,5419941.0,10093.0,537.0,,-0.0266613162346806,-0.02668203478470299
2019-5-15,6687310.5,9688.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7847964.0,9444.0,831.0,6748404.000000001,9412.0,717.0,6632967.0,9251.0,717.0,7837161.0,9431.0,831.0,5487066.0,10218.0,537.0,5570301.0,10373.0,537.0,,0.023652985657507397,0.022371915507325424
2019-4-15,6532790.5,9476.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7439112.0,8952.0,831.0,6638703.0,9259.0,717.0,6524700.0,9100.0,717.0,7710849.0,9279.0,831.0,5400072.0,10056.0,537.0,5483307.0,10211.0,537.0,,0.014168148975879369,0.01381905067579603
2019-3-15,6441526.0,9347.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7343547.0,8837.0,831.0,6556965.0,9145.0,717.0,6443679.0,8987.0,717.0,7550466.0,9086.0,831.0,5335095.0,9935.0,537.0,5419404.0,10092.0,537.0,,0.04957000635458586,0.0495171794295981
2019-2-15,6137300.0,8906.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6992865.0,8415.0,831.0,6247221.0,8713.0,717.0,6138954.0,8562.0,717.0,7193967.0,8657.0,831.0,5084316.0,9468.0,537.0,5166477.0,9621.0,537.0,,-0.014800941166650095,-0.01476851595774098
2019-1-15,6229502.5,9039.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7095078.0,8538.0,831.0,6343299.0,8847.0,717.0,6232164.0,8692.0,717.0,7305321.0,8791.0,831.0,5202456.0,9688.0,537.0,5198697.0,9681.0,537.0,,-0.01017826158803603,-0.010129215943933456
2018-12-15,6293560.0,9132.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7147431.000000001,8601.0,831.0,6393489.0,8917.0,717.0,6367677.0,8881.0,717.0,7365153.0,8863.0,831.0,5244879.000000001,9767.0,537.0,5242731.0,9763.0,537.0,,-0.028139745794603765,-0.02806258204136658
2018-11-15,6475787.0,9395.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7343546.999999999,8837.0,831.0,6574172.999999999,9169.0,717.0,6546927.0,9131.0,717.0,7602819.0,9149.0,831.0,5394165.0,10045.0,537.0,5393091.0,10043.0,537.0,,-0.0058976493756606185,-0.005942409761774736
2018-10-15,6514205.5,9451.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7382604.000000001,8884.0,831.0,6612891.0,9223.0,717.0,6584928.0,9184.0,717.0,7649355.0,9205.0,831.0,5427459.0,10107.0,537.0,5427995.999999999,10108.0,537.0,,-0.031202720756191238,-0.031243594123675944
2018-9-15,6724013.0,9756.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7615284.0,9164.0,831.0,6826557.0,9521.0,717.0,6796443.0,9479.0,717.0,7896993.0,9503.0,831.0,5603058.0,10434.0,537.0,5605743.0,10439.0,537.0,,0.011558127471723356,0.011507758233403553
2018-8-15,6647184.0,9645.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7523873.999999999,9054.0,831.0,6748404.0,9412.0,717.0,6718290.0,9370.0,717.0,7807245.0,9395.0,831.0,5540766.0,10318.0,537.0,5544524.999999999,10325.0,537.0,,-0.03614417300609929,-0.036188319149999315
2018-7-15,6896450.5,10007.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7800597.0,9387.0,831.0,7001505.0,9765.0,717.0,6969957.0,9721.0,717.0,8101419.0,9749.0,831.0,5749659.0,10707.0,537.0,5755566.0,10718.0,537.0,,0.041300117787870905,0.041253381424706914
2018-6-15,6622923.0,9611.333333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7486479.0,9009.0,831.0,6724026.0,9378.0,717.0,6692478.0,9334.0,717.0,7781484.0,9364.0,831.0,5523045.0,10285.0,537.0,5530026.0,10298.0,537.0,,0.030552269937189624,0.03050338628687843
2018-5-15,6426576.5,9326.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7258785.0,8735.0,831.0,6525417.0,9101.0,717.0,6493869.0,9057.0,717.0,7552128.0,9088.0,831.0,5360334.0,9982.0,537.0,5368926.0,9998.0,537.0,,-0.004153173411415412,-0.004199512429489016
2018-4-15,6453378.5,9366.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7284546.0,8766.0,831.0,6552663.0,9139.0,717.0,6520398.0,9094.0,717.0,7584537.000000001,9127.0,831.0,5383962.0,10026.0,537.0,5394165.0,10045.0,537.0,,0.010458880822324046,0.009430234229055978
2018-3-15,6386582.0,9278.666666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7244658.0,8718.0,831.0,6521832.0,9096.0,717.0,6488850.0,9050.0,717.0,7332744.0,8824.0,831.0,5359797.0,9981.0,537.0,5371611.0,10003.0,537.0,,0.03149878895537639,0.031249421135500555
2018-2-15,6191555.5,8997.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",7006992.0,8432.0,831.0,6311751.0,8803.0,717.0,6419301.0,8953.0,717.0,7021950.000000001,8450.0,831.0,5188494.000000001,9662.0,537.0,5200845.0,9685.0,537.0,,0.060019888784083486,0.05668539215878177
2018-1-15,5840980.5,8514.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6093723.0,7333.0,831.0,6061518.0,8454.0,717.0,6168351.0,8603.0,717.0,6741072.0,8112.0,831.0,4983897.0,9281.0,537.0,4997322.0,9306.0,537.0,,-0.002985250669991557,-0.0035497649743517767
2017-12-15,5858469.5,8545.166666666666,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6132780.0,7380.0,831.0,6099519.0,8507.0,717.0,6194163.0,8639.0,717.0,6677085.0,8035.0,831.0,5016117.0,9341.0,537.0,5031153.0,9369.0,537.0,,0.007471510213417076,0.007466939144445739
2017-11-15,5815022.5,8481.833333333334,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",6088737.0,7327.0,831.0,6054348.0,8444.0,717.0,6146123.999999999,8572.0,717.0,6627225.0,7975.0,831.0,4979601.0,9273.0,537.0,4994100.0,9300.0,537.0,,0.039695380265996505,0.03939790041256486
2017-10-15,5593006.0,8160.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5895114.0,7094.0,831.0,5840682.0,8146.0,717.0,5752491.0,8023.0,717.0,6414489.0,7719.0,831.0,4821186.0,8978.0,537.0,4834074.0,9002.0,537.0,,0.013431440204483502,0.012888144148617053
2017-9-15,5518879.5,8056.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5734731.0,6901.0,831.0,5779020.0,8060.0,717.0,5693697.0,7941.0,717.0,6348840.0,7640.0,831.0,4772856.0,8888.0,537.0,4784133.0,8909.0,537.0,,0.01878423288524189,0.018778452200303386
2017-8-15,5417123.0,7908.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5630025.0,6775.0,831.0,5671470.0,7910.0,717.0,5589015.0,7795.0,717.0,6230838.000000001,7498.0,831.0,4685862.0,8726.0,537.0,4695528.0,8744.0,537.0,,-0.011314506636243227,-0.01131462149152962
2017-7-15,5479116.5,7998.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5695674.0,6854.0,831.0,5734566.0,7998.0,717.0,5652828.0,7884.0,717.0,6302304.0,7584.0,831.0,4740636.0,8828.0,537.0,4748691.0,8843.0,537.0,,0.026563234360489796,0.02656741320669953
2017-6-15,5337339.5,7791.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5549418.0,6678.0,831.0,5584713.0,7789.0,717.0,5506560.000000001,7680.0,717.0,6139428.000000001,7388.0,831.0,4618737.0,8601.0,537.0,4625181.0,8613.0,537.0,,0.013210671199405999,0.013242880055485573
2017-5-15,5267749.0,7689.666666666667,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5473797.0,6587.0,831.0,5505843.0,7679.0,717.0,5456370.0,7610.0,717.0,6053835.0,7285.0,831.0,4555908.0,8484.0,537.0,4560741.0,8493.0,537.0,,-0.023396134907900934,-0.022976092158482064
2017-4-15,5393946.5,7870.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5617560.0,6760.0,831.0,5648526.0,7878.0,717.0,5599053.0,7809.0,717.0,6200922.0,7462.0,831.0,4676733.0,8709.0,537.0,4620885.0,8605.0,537.0,,0.050751672813644344,0.05066079295154191
2017-3-15,5133417.0,7491.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5356626.0,6446.0,831.0,5384670.0,7510.0,717.0,5282139.0,7367.0,717.0,5911734.0,7114.0,831.0,4461933.0,8309.0,537.0,4403400.0,8200.0,537.0,,0.034201528007853144,0.0343589625572458
2017-2-15,4963652.5,7242.166666666667,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5172975.0,6225.0,831.0,5201118.0,7254.0,717.0,5104323.0,7119.0,717.0,5738886.0,6906.0,831.0,4312647.0,8031.0,537.0,4251966.0,7918.0,537.0,,-0.009482514166848421,-0.009505356735810322
2017-1-15,5011171.0,7311.666666666667,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5220342.0,6282.0,831.0,5251308.0,7324.0,717.0,5153796.0,7188.0,717.0,5793732.0,6972.0,831.0,4357218.0,8114.0,537.0,4290630.0,7990.0,537.0,,-0.028523428293817932,-0.02936035577582574
2016-12-15,5158303.5,7532.833333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5315907.0,6397.0,831.0,5349537.0,7461.0,717.0,5447766.0,7598.0,717.0,5900931.0,7101.0,831.0,4441527.0,8271.0,537.0,4494153.0,8369.0,537.0,,0.040082979946714614,0.04061427946492291
2016-11-15,4959511.5,7238.833333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5093199.0,6129.0,831.0,5127984.0,7152.0,717.0,5225496.0,7288.0,717.0,5744703.0,6913.0,831.0,4260021.0,7933.0,537.0,4305666.0,8018.0,537.0,,0.049650390721107884,0.05101028433151833
2016-10-15,4724917.5,6887.5,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4931154.0,5934.0,831.0,4968810.0,6930.0,717.0,4769484.0,6652.0,717.0,5564376.0,6696.0,831.0,4126845.0,7685.0,537.0,3988836.0,7428.0,537.0,,0.003597615113063446,0.0036673628989167817
2016-9-15,4707980.0,6862.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4908717.0,5907.0,831.0,4975980.0,6940.0,717.0,4747257.0,6621.0,717.0,5539446.0,6666.0,831.0,4109124.0,7652.0,537.0,3967356.0000000005,7388.0,537.0,,0.04328198227964286,0.04333063044800323
2016-8-15,4512663.0,6577.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4707615.0,5665.0,831.0,4770918.0,6654.0,717.0,4548648.0,6344.0,717.0,5310090.0,6390.0,831.0,3939431.9999999995,7336.0,537.0,3799275.0,7075.0,537.0,,0.008549508996607225,0.008432565032963746
2016-7-15,4474409.0,6522.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4684347.0,5637.0,831.0,4658349.0,6497.0,717.0,4524270.0,6310.0,717.0,5282667.0,6357.0,831.0,3920099.9999999995,7300.0,537.0,3776720.9999999995,7033.0,537.0,,0.004255237966984238,0.004311451008571554
2016-6-15,4455450.0,6494.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4665234.0,5614.0,831.0,4638990.0,6470.0,717.0,4504911.0,6283.0,717.0,5262723.0,6333.0,831.0,3903989.9999999995,7270.0,537.0,3756852.0,6996.0,537.0,,0.02226969133097323,0.024827731313449952
2016-5-15,4358390.0,6337.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",4970211.0,5981.0,831.0,4428909.0,6177.0,717.0,4318491.0,6023.0,717.0,5025888.0,6048.0,831.0,3824514.0,7122.0,537.0,3582327.0,6671.0,537.0,,-0.01372023661354782,-0.013696498054474704
2016-4-15,4419020.0,6425.0,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5047494.0,6074.0,831.0,4464042.0,6226.0,717.0,4385172.0,6116.0,717.0,5103171.0,6141.0,831.0,3881973.0,7229.0,537.0,3632268.0,6764.0,537.0,,-0.011498243342574765,-0.011437070468765964
2016-3-15,4470422.0,6499.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5107326.0,6146.0,831.0,4517817.0,6301.0,717.0,4436079.0,6187.0,717.0,5163834.0,6214.0,831.0,3927080.9999999995,7313.0,537.0,3670395.0,6835.0,537.0,,0.002590116381426366,0.004326774492634078
2016-2-15,4458873.0,6471.333333333333,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5124777.0,6167.0,831.0,4535025.0,6325.0,717.0,4451853.0,6209.0,717.0,5182116.0,6236.0,831.0,3940506.0,7338.0,537.0,3518961.0,6553.0,537.0,,0.0006372259095448474,0.0006442800814367988
2016-1-15,4456033.5,6467.166666666667,"FONTANA HEIGHTS(Block 10,Phase 2,HONG KONG GARDEN),100 CASTLE PEAK RD TSING LUNG TAU|豪景花園,2期,10座(富儷閣),100 青山公路青龍頭段",5120622.0,6162.0,831.0,4533591.0,6323.0,717.0,4448268.0,6204.0,717.0,5179623.0,6233.0,831.0,3937821.0,7333.0,537.0,3516276.0,6548.0,537.0,695.0,,
