,lumpSum_avg,npsf_avg,final_address,lumpSum_A1,npsf_A1,nfa_A1,lumpSum_A2,npsf_A2,nfa_A2,lumpSum_A3,npsf_A3,nfa_A3,lumpSum_A5,npsf_A5,nfa_A5,lumpSum_A6,npsf_A6,nfa_A6,lumpSum_B1,npsf_B1,nfa_B1,lumpSum_B2,npsf_B2,nfa_B2,lumpSum_B3,npsf_B3,nfa_B3,nfa_avg,lumpSum_change,npsf_change
2020-12-15,6547033.875,13558.375,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6582564.0,13218.0,498.0,6584744.0,14764.0,446.0,6609720.0,13380.0,494.0,5918400.0,13700.0,432.0,8822692.0,13388.0,659.0,6521460.0,13530.0,482.0,5745477.0,13269.0,433.0,5591214.0,13218.0,423.0,,-0.005251687816639206,-0.005254952311078531
2020-1-15,6602520.5,13673.25,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6638340.000000001,13330.0,498.0,6640494.0,14889.0,446.0,6665542.0,13493.0,494.0,5962032.0,13801.0,432.0,8897818.0,13502.0,659.0,6576890.0,13645.0,482.0,5800035.0,13395.0,433.0,5639013.0,13331.0,423.0,,-0.007923943425845903,-0.007926718664973742
2019-12-15,6655256.375,13782.5,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6691626.0,13437.0,498.0,6693568.0,15008.0,446.0,6718894.0,13601.0,494.0,6008688.0,13909.0,432.0,8968331.0,13609.0,659.0,6629428.0,13754.0,482.0,5847665.0,13505.0,433.0,5683851.0,13437.0,423.0,,0.003463152665533764,0.0034674505592515725
2019-11-15,6632287.75,13734.875,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6668220.0,13390.0,498.0,6670376.000000001,14956.0,446.0,6695676.0,13554.0,494.0,5986656.0,13858.0,432.0,8938017.0,13563.0,659.0,6606774.0,13707.0,482.0,5828613.0,13461.0,433.0,5663970.0,13390.0,423.0,,0.016109508932991456,0.016109194817685024
2019-10-15,6527138.75,13517.125,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6562644.0,13178.0,498.0,6564674.0,14719.0,446.0,6589466.0,13339.0,494.0,5890752.0,13636.0,432.0,8796332.0,13348.0,659.0,6501698.0,13489.0,482.0,5737250.0,13250.0,433.0,5574294.0,13178.0,423.0,,-0.01049389320421057,-0.010495589473298983
2019-9-15,6596360.25,13660.5,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6632364.0,13318.0,498.0,6634249.999999999,14875.0,446.0,6659614.0,13481.0,494.0,5952096.0,13778.0,432.0,8889251.0,13489.0,659.0,6570624.0,13632.0,482.0,5799169.0,13393.0,433.0,5633514.0,13318.0,423.0,,-0.03620434135475403,-0.03620280626868566
2019-8-15,6844148.125,14173.625,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6881364.0,13818.0,498.0,6883564.0,15434.0,446.0,6909578.0,13987.0,494.0,6174144.0,14292.0,432.0,9223364.0,13996.0,659.0,6817890.0,14145.0,482.0,6018267.0,13899.0,433.0,5845014.0,13818.0,423.0,,0.0437132780837326,0.043713181148748115
2019-7-15,6557498.375,13580.0,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6593022.0,13239.0,498.0,6595448.0,14788.0,446.0,6620094.0,13401.0,494.0,5914512.0,13691.0,432.0,8837190.0,13410.0,659.0,6532064.0,13552.0,482.0,5767560.0,13320.0,433.0,5600097.0,13239.0,423.0,,-0.04310618025512769,-0.0431060299117445
2019-6-15,6852900.75,14191.75,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6890328.0,13836.0,498.0,6892484.0,15454.0,446.0,6918470.0,14005.0,494.0,6179760.0,14305.0,432.0,9235226.0,14014.0,659.0,6826084.0,14162.0,482.0,6028226.0,13922.0,433.0,5852628.0,13836.0,423.0,,0.0038885129257553164,0.003890568907280567
2019-5-15,6826356.375,14136.75,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6863436.0,13782.0,498.0,6865724.0,15394.0,446.0,6891794.0,13951.0,494.0,6154272.0,14246.0,432.0,9199640.0,13960.0,659.0,6800056.0,14108.0,482.0,6006143.0,13871.0,433.0,5829786.0,13782.0,423.0,,-0.006239485018433855,-0.006238796527362811
2019-4-15,6869216.75,14225.5,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",6906762.0,13869.0,498.0,6908540.0,15490.0,446.0,6934772.0,14038.0,494.0,6191856.0,14333.0,432.0,9257632.0,14048.0,659.0,6842472.0,14196.0,482.0,6045113.0,13961.0,433.0,5866587.0,13869.0,423.0,,,
2019-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2019-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2019-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2018-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2017-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-12-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-11-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-10-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-9-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-8-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-7-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-6-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-5-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-4-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-3-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-2-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,,,
2016-1-15,,,"WETLAND SEASONS PARK(Phase 3),Block 7,WETLAND PARK RD|WETLAND SEASONS PARK3期,7座,濕地公園路",,,498.0,,,446.0,,,494.0,,,432.0,,,659.0,,,482.0,,,433.0,,,423.0,483.375,,
