,A,B,C,D,E,F,G,H
8.0,19569,20224,19137,19403,16607,17550,16018,17953
22.0,20876,21610,21171,20644,18071,16806,17350,18692
37.0,23088,21009,23195,20906,19587,18631,19985,20521
