,1,10,11,110,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,14494,14615,14421,13927,13890,13780,14591,14455,13782,14591,14864,13792,13792,14591,14630,14494,14494
6.0,14169,14779,14176,14111,14350,14221,14288,14671,14132,14288,13489,14268,14268,14288,14381,14169,14169
9.0,14339,15382,14345,14280,14503,14391,14459,15245,14300,15043,14099,14438,14438,14459,14554,14437,14339
