,1,11,12,14,2,3,4,5,6,7,8,9
5.0,15495,15425,15440,15425,15407,15407,15458,14785,15467,15407,11978,11978
13.0,15978,15906,15922,15906,15888,15888,15941,15204,15965,15888,12370,12370
21.0,16462,16388,16404,16388,16369,16369,16423,15622,16463,16369,12763,12763
