,1,2,3,4,5,6,7,8
9.0,6118420,6413330,6245600,5571090,5918990,6370980,6340320,6102040
20.0,6384455,6580420,6608200,5745730,6099555,6185025,6412100,6096120
30.0,6673205,6141905,6856470,5870050,6183870,6183100,6557140,6473680
