,1,10,11,116,12,13,14,15,16,2,3,4,5,6,7,8,9
5.0,8521998,7467471,7688335,6044451,8369350,8445250,7426059,7400423,8728103,6780722,7359011,8253300,8478250,7532547,7368871,9057410,8695231
14.0,8822235,7672559,8022589,6318165,8673500,8755450,7737142,7535012,9048605,7331896,7604525,8470550,8795600,7882577,7732212,9195355,9016320
22.0,8598413,7782498,8045760,6534822,8761500,9028250,7752425,7701646,9131959,7560648,7740593,8653700,9012850,7979205,7753904,9316277,9058584
